"","num","name","full_add","on_off","zip","salesman","lic_num","county","city","dvry_man","main_phone","contact_name","contact_phone","contact_email","lon","lat","geocode"
"243",3447,"Buy Low Food Mart & Beer","1401 E. Arapaho Road, Richardson, TX 75080","Off Premise",75080,"Brandon Byrd","BF648847","Dallas","Richardson","Harrison Boyland",NA,NA,NA,NA,-96.6990278,32.9609473,"1"
"244",3451,"Brewed","801 West Magnolia Avenue, Fort Worth, TX 76104","On Premise",76104,"Brandon Pitzer","BG816027","Tarrant","Fort Worth","Kevin Whitehorse",NA,NA,NA,NA,-97.3326419,32.7304394,"1"
"245",3453,"Bowlounge","167 Turtle Creek Blvd., Dallas, TX 75207","On Premise",75207,"Ethan Garrison","MB835451","Dallas","Dallas","James Hall",NA,NA,NA,NA,-96.8274375,32.793629,"1"
"246",3455,"Bowen House","2614 Boll Street, Dallas, TX 75204","On Premise",75204,"Ethan Garrison","MB862254","Dallas","Dallas","James Hall",NA,NA,NA,NA,-96.8019654,32.7979765,"1"
"247",3456,"Boulevardier","408 N. Bishop, # 108, Dallas, TX 75208","On Premise",75208,"Ethan Garrison","RM805600","Dallas","Dallas","James Hall",NA,NA,NA,NA,-96.8279818,32.7483544,"1"
"248",3466,"Beverage Zone","3555 Murphy Road, Suite 101, Dallas, TX 75082","Off Premise",75082,"Mason Lowe","BQ938036","Collin","Dallas","Harrison Boyland",NA,NA,NA,NA,-96.6132062,32.999746,"1"
"249",3468,"Beer and Wine World","26 E. Debbie Lane, Suite 102, Mansfield, TX 76063","Off Premise",76063,"Brandon Pitzer","BQ728219","Tarrant","Mansfield","Kevin Whitehorse",NA,NA,NA,NA,-97.1411119,32.5935925,"1"
"250",3470,"The Bearded Lady","1223 7th Avenue, Fort Worth, TX 76104","On Premise",76104,"Brandon Pitzer","MB808362","Tarrant","Fort Worth","Kevin Whitehorse",NA,NA,NA,NA,-97.3417607,32.7310876,"1"
"251",3471,"Bear Creek Spirits and Wine","7101 Colleyville Blvd., Colleyville, TX 76034","Off Premise",76034,"Brian Schick","BF762372","Tarrant","Colleyville","James Liston",NA,NA,NA,NA,-97.134213,32.9108361,"1"
"252",3474,"Barcadia - Ft. Worth","816 Matisse Drive, Fort Worth, TX 76107","On Premise",76107,"Brandon Pitzer","MB763348","Tarrant","Fort Worth","Kevin Whitehorse",NA,NA,NA,NA,-97.3521549,32.7504008,"1"
"253",3478,"Ballpark Beverage","2100 E. Lamar Blvd, Arlington, TX 76006","Off Premise",76006,"Justin Page","BQ615999","Tarrant","Arlington","Kevin Whitehorse",NA,NA,NA,NA,-97.0750134,32.7620767,"1"
"254",3489,"Alamo Drafthouse - Richardson","100 S. Central Expwy, #14, Richardson, TX 75080","On Premise",75080,"Ethan Garrison","RM845630","Dallas","Richardson","Harrison Boyland",NA,NA,NA,NA,-96.7376769,32.9498744,"1"
"255",3495,"Cadillac Pizza Pub","112 S. Kentucky Street, McKinney, TX 75071","On Premise",75071,"Hudson Boyd","RM751112","Collin","McKinney","Mike Harrison",NA,NA,NA,NA,-96.6160322,33.1967615,"1"
"256",3498,"East Side Social Club","117 E. Oak Street, Denton, TX 76201","On Premise",76201,"Nathan Zaremba","N848376","Denton","Denton","Edgard Olvera",NA,NA,NA,NA,-97.1315,33.2157359,"1"
"257",3499,"East 1st Grocery","1811 E. Cesar Chavez, AUSTIN, TX 78702","Off Premise",78702,"Tim Vela","BQ703083","Travis","AUSTIN","John Munoz",NA,NA,NA,NA,-97.7249709,30.2569908,"1"
"258",3505,"Dancing Bear Pub","1117 Speight Ave, Waco, TX 76706","On Premise",76706,"Mark Molkenbuhr","BF306476","McLennan","Waco","Harrison Boyland",NA,NA,NA,NA,-97.124501,31.5403268,"1"
"259",3506,"Dan's Food Store","1008 W. Davis St., Dallas, TX 75208","Off Premise",75208,"Brandon Byrd","BQ786524","Dallas","Dallas","James Hall",NA,NA,NA,NA,-96.8396643,32.7492537,"1"
"260",3509,"Dallas Beer Kitchen","1802 Greenville Ave., Suite 110, Dallas, TX 75206","On Premise",75206,"Dominique Van Ausdall","MB947240","Dallas","Dallas","James Hall",NA,NA,NA,NA,-96.7699006,32.812305,"1"
"261",3512,"Craft and Growler","3601 Parry Ave., Dallas, TX 75226","On Premise",75226,"Dominique Van Ausdall","BG820668","Dallas","Dallas","James Hall",NA,NA,NA,NA,-96.7667691,32.781429,"1"
"262",3516,"Corner Stop","2203 Greenville Ave., Dallas, TX 75206","Off Premise",75206,"Brandon Byrd","BF833650","Dallas","Dallas","James Hall",NA,NA,NA,NA,-96.7705794,32.8165344,"1"
"263",3524,"Choice Beverage","4600 W. Eldorado Pkwy., Suite 700, McKinney, TX 75070","Off Premise",75070,"Mason Lowe","BQ753252","Collin","McKinney","Mike Harrison",NA,NA,NA,NA,-96.6776619,33.1732969,"1"
"264",3527,"Chevron Z to A & Company","5701 McCommas Blvd., Dallas, TX 75206","Off Premise",75206,"Brandon Byrd","BQ431113","Dallas","Dallas","James Hall",NA,NA,NA,NA,-96.7699032,32.8301238,"1"
"265",3531,"Central Market #055 - Southlake","1425 Southlake, Blvd., Suite 100A, Southlake, TX 76092","Off Premise",76092,"Brian Schick","BG853449","Tarrant","Southlake","James Liston",NA,NA,NA,NA,-97.1311509,32.9390247,"1"
"266",3532,"Central Market #653 - Preston","10720 Preston Road, Suite 1018, Dallas, TX 75230","Off Premise",75230,"Brandon Byrd","BG836376","Dallas","Dallas","James Liston",NA,NA,NA,NA,-96.8035244,32.894257,"1"
"267",3533,"Central Market #546 _- Plano","320 Coit Road, Plano, TX 75075","Off Premise",75075,"Mason Lowe","BQ507576","Collin","Plano","Mike Harrison",NA,NA,NA,NA,-96.7647638,33.0021237,"1"
"268",3534,"Central Market #545 - Ft. Worth","4651 West Freeway, Fort Worth, TX 76107","Off Premise",76107,"Justin Page","BG543866","Tarrant","Fort Worth","Kevin Whitehorse",NA,NA,NA,NA,-97.3893083,32.7297616,"1"
"269",3535,"Central Market #552 - Lovers","5750 E. Lovers Lane, Dallas, TX 75206","Off Premise",75206,"Brandon Byrd","BG517385","Dallas","Dallas","James Hall",NA,NA,NA,NA,-96.7687222,32.8494985,"1"
"270",3546,"Quick Treat","2011 W. Spring Creek Pkwy, Plano, TX 75023","On Premise",75023,"Mason Lowe","BF733965","Collin","Plano","Mike Harrison",NA,NA,NA,NA,-96.7317961,33.0598079,"1"
"271",3547,"Press Box Grill","1623 Main Street, Suite 191, Dallas, TX 75201","On Premise",75201,"Dominique Van Ausdall","MB751542","Dallas","Dallas","James Hall",NA,NA,NA,NA,-96.7975281,32.7812356,"1"
"272",3550,"The Pour House - Dallas","1300 W. Davis, Dallas, TX 75208","On Premise",75208,"Ethan Garrison","RM821285","Dallas","Dallas","James Hall",NA,NA,NA,NA,-96.8431611,32.7492164,"1"
"273",3551,"Pogo's Inwood","5360 W. Lovers Lane, Dallas, TX 75209","Off Premise",75209,"Brandon Byrd","P217336","Dallas","Dallas","James Liston",NA,NA,NA,NA,-96.820444,32.8501544,"1"
"274",3559,"Parkit Market","4724 Greenville Ave, Dallas, TX 75206","Off Premise",75206,"Brandon Byrd","BF484990","Dallas","Dallas","James Hall",NA,NA,NA,NA,-96.7693497,32.8452984,"1"
"275",3560,"Paradise Spirits & Wines","1217 FM 407, West Corral City, TX 76226","Off Premise",76226,"Brian Schick","P885216","Denton","West Corral City","James Liston",NA,NA,NA,NA,-97.2265204,33.1000093,"1"
"276",3565,"One Stop Beer & Wine","456 Country Club Road, Suite 132, Wylie, TX 75098","Off Premise",75098,"Mason Lowe","BQ819604","Collin","Wylie","Harrison Boyland",NA,NA,NA,NA,-96.5680795,33.0198942,"1"
"277",3570,"Oak St. Draft House","308 E. Oak Street, Denton, TX 76201","On Premise",76201,"Nathan Zaremba","N797302","Denton","Denton","Edgard Olvera",NA,NA,NA,NA,-97.1297229,33.2153683,"1"
"278",3572,"NRH Beer and Wine","6705 Mid Cities Blvd., North Richland Hills, TX 76182","Off Premise",76182,"Justin Page","BQ798933","Tarrant","North Richland Hills","James Liston",NA,NA,NA,NA,-97.2364732,32.8608192,"1"
"279",3574,"North Oak Cliff Beer & Wine","1301 W. Davis Street, Dallas, TX 75208","Off Premise",75208,"Brandon Byrd","BF793135","Dallas","Dallas","James Hall",NA,NA,NA,NA,-96.84301,32.7496529,"1"
"280",3583,"Midway Mart","406 West Hickory, Denton, TX 76201","Off Premise",76201,"Brian Schick","BQ308007","Denton","Denton","Edgard Olvera",NA,NA,NA,NA,-97.1368841,33.2149903,"1"
"281",3584,"Metzler's - Teasley","628 Londonderry Lane, Denton, TX 76201","On Premise",76201,"Nathan Zaremba","BG411020","Denton","Denton","Edgard Olvera",NA,NA,NA,NA,-97.1252961,33.1896451,"1"
"282",3588,"Mellow Mushroom - Southlake","2820 E. Southlake Blvd., Southlake, TX 76092","On Premise",76092,"Nathan Zaremba","MB796994","Tarrant","Southlake","James Liston",NA,NA,NA,NA,-97.107088,32.938615,"1"
"283",3589,"Mellow Mushroom - Rockwall","550 I-30 East, Rockwall, TX 75087","On Premise",75087,"Hudson Boyd","RM862319","Rockwall","Rockwall","Harrison Boyland",NA,NA,NA,NA,-96.4723658,32.8975864,"1"
"284",3590,"Mellow Mushroom - McKinney","218 E. Louisiana Street, Suite 101, McKinney, TX 75069","On Premise",75069,"Hudson Boyd","RM838791","Collin","McKinney","Mike Harrison",NA,NA,NA,NA,-96.6139665,33.1970243,"1"
"285",3593,"Market Street #566 - Plano","1929 Preston Road, Plano, TX 75093","Off Premise",75093,"Mason Lowe","BQ715638","Collin","Plano","Mike Harrison",NA,NA,NA,NA,-96.7994334,33.0258076,"1"
"286",3594,"Market Street #561 - McKinney","6100 W. Eldorado Pkwy., McKinney, TX 75070","Off Premise",75070,"Mason Lowe","BQ561652","Collin","McKinney","Mike Harrison",NA,NA,NA,NA,-96.6956184,33.1752573,"1"
"287",3595,"Market Street #562 - Frisco","11999 Dallas Pkwy., Frisco, TX 75034","Off Premise",75034,"Mason Lowe","BQ697935","Denton","Frisco","Mike Harrison",NA,NA,NA,NA,-96.8429726,33.1770426,"1"
"288",3596,"Market Street #565 - Flower Mound","3800 Long Prairie Road, Flower Mound, TX 75028","Off Premise",75028,"Brian Schick","BG858628","Denton","Flower Mound","Edgard Olvera",NA,NA,NA,NA,-97.0680233,33.0371685,"1"
"289",3597,"Market Street #564 - Coppell","700 N. Denton Tap Road, Coppell, TX 75019","Off Premise",75019,"Brian Schick","BQ711775","Dallas","Coppell","Edgard Olvera",NA,NA,NA,NA,-96.9921413,32.9883257,"1"
"290",3598,"Market Street #560 - Colleyville","5605 Colleyville Blvd., Colleyville, TX 76034","Off Premise",76034,"Brian Schick","BQ541472","Tarrant","Colleyville","James Liston",NA,NA,NA,NA,-97.1468276,32.8893939,"1"
"291",3599,"Market Street #563 - Allen","985 W. Bethany Drive, Allen, TX 75013","Off Premise",75013,"Mason Lowe","BF684527","Collin","Allen","Mike Harrison",NA,NA,NA,NA,-96.684753,33.0897454,"1"
"292",3600,"Malone's Pub","1303 Calhoun Street, Fort Worth, TX 76102","On Premise",76102,"Brandon Pitzer","MB478079","Tarrant","Fort Worth","Kevin Whitehorse",NA,NA,NA,NA,-97.3258978,32.7501766,"1"
"293",3606,"LUCK","3011 Gulden Street, #112, Dallas, TX 75212","On Premise",75212,"Ethan Garrison","RM850861","Dallas","Dallas","James Hall",NA,NA,NA,NA,-96.8289867,32.779372,"1"
"294",3607,"Lone Star Beer & Wine","3065 N. Josey, # 62, Carrollton, TX 75007","Off Premise",75007,"Dominique Van Ausdall","BQ636221","Denton","Carrollton","Edgard Olvera",NA,NA,NA,NA,-96.8874839,32.9991191,"1"
"295",3609,"The Londoner - Rockwall","308 N.Fannin Street, Rockwall, TX 75087","On Premise",75087,"Hudson Boyd","RM867585","Rockwall","Rockwall","Harrison Boyland",NA,NA,NA,NA,-96.4582106,32.9329546,"1"
"296",3612,"The Londoner - Colleyville","5150 Colleyville Blvd., Colleyville, TX 76034","On Premise",76034,"Nathan Zaremba","MB828229","Tarrant","Colleyville","James Liston",NA,NA,NA,NA,-97.153986,32.8841208,"1"
"297",3614,"The Londoner - Addison","14930 Midway Road, Addison, TX 75001","On Premise",75001,"Ethan Garrison","MB570614","Dallas","Addison","Harrison Boyland",NA,NA,NA,NA,-96.838408,32.9524323,"1"
"298",3623,"Lakewood Medallion","5748 Live Oak Street, Dallas, TX 75206","Off Premise",75206,"Brandon Byrd","P897659","Dallas","Dallas","James Hall",NA,NA,NA,NA,-96.7620715,32.8112149,"1"
"299",3624,"Lakewood Growler","6448 E. Mockingbird Lane, Dallas, TX 75214","On Premise",75214,"Dominique Van Ausdall","BG860185","Dallas","Dallas","James Hall",NA,NA,NA,NA,-96.7514075,32.8354556,"1"
"300",3625,"Lake View Liquor","7826 Garland Road, Dallas, TX 75218","Off Premise",75218,"Brandon Byrd","P802852","Dallas","Dallas","James Hall",NA,NA,NA,NA,-96.7266959,32.8122427,"1"
"301",3652,"Kool Keg - Arlington","207 S. East Street, Arlington, TX 76010","On Premise",76010,"Brandon Pitzer","BQ766952","Tarrant","Arlington","Kevin Whitehorse",NA,NA,NA,NA,-97.1031771,32.7349463,"1"
"302",3655,"King's Liquors","2810 West Berry Street, Fort Worth, TX 76109","Off Premise",76109,"Justin Page","BF196425","Tarrant","Fort Worth","Kevin Whitehorse",NA,NA,NA,NA,-97.3570154,32.7066107,"1"
"303",3656,"Kelly's at the Village","190 E. Stacy Road, Suite 1204, Allen, TX 75002","On Premise",75002,"Dominique Van Ausdall","RM807580","Collin","Allen","Mike Harrison",NA,NA,NA,NA,-96.6591413,33.1267005,"1"
"304",3657,"Kegs & Barrels - Plano","1905 W. 15th Street, Plano, TX 75075","Off Premise",75075,"Mason Lowe","BF845200","Collin","Plano","Mike Harrison",NA,NA,NA,NA,-96.7308764,33.0198486,"1"
"305",3661,"Joe's Fast Lane","1234 S. Broadway Street, Sulphur Springs, TX 75482","Off Premise",75482,"Ronnie Esposito","BF828024","None","Sulphur Springs","Dalton Davis",NA,NA,NA,NA,-95.5960177,33.1173212,"1"
"306",3665,"Jack Mac's Swill & Grill","19009 Preston Road, Suite 209, Dallas, TX 75252","On Premise",75252,"Hudson Boyd","RM812643","Collin","Dallas","Harrison Boyland",NA,NA,NA,NA,-96.7960206,33.0069477,"1"
"307",3666,"J. Macklin's Grill","130 N Denton Tap Road #120, Coppell, TX 75019","On Premise",75019,"Nathan Zaremba","RM728390","Dallas","Coppell","Edgard Olvera",NA,NA,NA,NA,-96.9930283,32.9720757,"1"
"308",3669,"Inwood Tavern","7717 Inwood Road, Dallas, TX 75209","On Premise",75209,"Ethan Garrison","MB879767","Dallas","Dallas","James Liston",NA,NA,NA,NA,-96.8215807,32.850113,"1"
"309",3675,"Holy Grail","8240 Preston Road, Suite 150, Plano, TX 75204","On Premise",75204,"Hudson Boyd","RM729632","Collin","Plano","Mike Harrison",NA,NA,NA,NA,-96.8047486,33.089803,"1"
"310",3679,"HEB 16 - Burleson","165 NW John Jones Drive, Burleson, TX 76028","Off Premise",76028,"Justin Page","BQ749563","Johnson","Burleson","Kevin Whitehorse",NA,NA,NA,NA,-97.3517402,32.5200478,"1"
"311",3680,"Haystack - Richardson","100 S. Central Expressway, Suite17, Richardson, TX 75080","On Premise",75080,"Ethan Garrison","RM840141","Dallas","Richardson","Harrison Boyland",NA,NA,NA,NA,-96.7376769,32.9498744,"1"
"312",3684,"Grub Burger Bar - Dallas","4925 Greenville Ave., Dallas, TX 75206","On Premise",75206,"Dominique Van Ausdall","MB847725","Dallas","Dallas","James Hall",NA,NA,NA,NA,-96.7710648,32.8472668,"1"
"313",3689,"Grapevine Beer & Wine","2100 W. Northwest Hwy, Grapevine, TX 76051","Off Premise",76051,"Brian Schick","BQ697363","Tarrant","Grapevine","James Liston",NA,NA,NA,NA,-97.1007806,32.9431809,"1"
"314",3692,"Goody Goody - Addison","14851 Inwood Road, Addison, TX 75001","Off Premise",75001,"Brandon Byrd","BF409430","Dallas","Addison","Harrison Boyland",NA,NA,NA,NA,-96.830994,32.95099,"1"
"315",3695,"Goody Goody - Oak Lawn","3316 Oak Lawn, Dallas, TX 75219","Off Premise",75219,"Brandon Byrd","BF568306","Dallas","Dallas","James Hall",NA,NA,NA,NA,-96.8067576,32.8102854,"1"
"316",3696,"Goody Goody - Little Elm","103 FM 423, Little Elm, TX 75068","Off Premise",75068,"Brian Schick","BF671330","Denton","Little Elm","Edgard Olvera",NA,NA,NA,NA,-96.8881384,33.1699582,"1"
"317",3697,"Goody Goody - Highland Village","1950 Justin Rd, Highland Village, TX 75077","Off Premise",75077,"Brian Schick","BF455949","Denton","Highland Village","Edgard Olvera",NA,NA,NA,NA,-97.0479599,33.0722742,"1"
"318",3698,"Goody Goody - Greenville Ave.","7124 Greenville Ave, Dallas, TX 75231","Off Premise",75231,"Brandon Byrd","BF176178","Dallas","Dallas","James Hall",NA,NA,NA,NA,-96.7606238,32.8757172,"1"
"319",3700,"Goodfriend Burger","1154 Peavy Road, Dallas, TX 75218","On Premise",75218,"Dominique Van Ausdall","RM779581","Dallas","Dallas","James Hall",NA,NA,NA,NA,-96.696524,32.8390322,"1"
"320",3710,"The Foundry","2303 Pittman Street, Dallas, TX 75208","On Premise",75208,"Ethan Garrison","RM794039","Dallas","Dallas","James Hall",NA,NA,NA,NA,-96.8315408,32.7727821,"1"
"321",3711,"Fossil Creek Liquor - Plano","1100 S. Preston Road, Plano, TX 75093","Off Premise",75093,"Mason Lowe","BF848719","Collin","Plano","Mike Harrison",NA,NA,NA,NA,-96.794639,33.0155278,"1"
"322",3713,"Fossil Creek Liquor - Ft. Worth","1900 Western Center Blvd., Fort Worth, TX 76131","Off Premise",76131,"Brian Schick","BF497392","Tarrant","Fort Worth","James Liston",NA,NA,NA,NA,-97.3364234,32.8619808,"1"
"323",3718,"Fish City Grill - Irving","7750 North MacArthur Blvd., Irving, TX 75063","On Premise",75063,"Nathan Zaremba","MB806974","Dallas","Irving","James Liston",NA,NA,NA,NA,-96.9563107,32.9117086,"1"
"324",3722,"Thirteen Pies West 7th","2949 Crockett Street, Fort Worth, TX 76107","On Premise",76107,"Brandon Pitzer","MB751777","Tarrant","Fort Worth","Kevin Whitehorse",NA,NA,NA,NA,-97.3594594,32.7499602,"1"
"325",3726,"Fuel Up Mart","4331 Kelly Elliott Road, Arlington, TX 76016","Off Premise",76016,"Justin Page","BQ988569","Tarrant","Arlington","Kevin Whitehorse",NA,NA,NA,NA,-97.1771319,32.6774485,"1"
"326",3732,"Goody Goody - Colleyville","4701 Colleyville Blvd., Colleyville, TX 76034","Off Premise",76034,"Brian Schick","BF783784","Tarrant","Colleyville","James Liston",NA,NA,NA,NA,-97.1570699,32.8780683,"1"
"327",3734,"The Fillmore Pub","1004 E. 15th Street, Plano, TX 75074","On Premise",75074,"Hudson Boyd","RM663803","Collin","Plano","Mike Harrison",NA,NA,NA,NA,-96.7003649,33.0194761,"1"
"328",3736,"The Brass Tap - Ft. Worth","901 Houston Street, Suite 102, Fort Worth, TX 76102","On Premise",76102,"Brandon Pitzer","BG863361","Tarrant","Fort Worth","Kevin Whitehorse",NA,NA,NA,NA,-97.3299264,32.7516295,"1"
"329",3739,"The Bottle Shop - Ft. Worth","2805 Crockett Street, Fort Worth, TX 76107","Off Premise",76107,"Brandon Pitzer","BF764955","Tarrant","Fort Worth","Kevin Whitehorse",NA,NA,NA,NA,-97.3568088,32.75003,"1"
"330",3740,"Texas Theatre","231 W. Jefferson Road, Dallas, TX 75208","On Premise",75208,"Ethan Garrison","RM825245","Dallas","Dallas","James Hall",NA,NA,NA,NA,-96.8259721,32.7435476,"1"
"331",3744,"Taverna Rossa - Plano","4005 Preston Road, Suite 512, Plano, TX 75093","On Premise",75093,"Hudson Boyd","RM835068","Collin","Plano","Mike Harrison",NA,NA,NA,NA,-96.7953321,33.0508049,"1"
"332",3754,"Square Burger","115 N. Kentucky Street, McKinney, TX 75069","On Premise",75069,"Hudson Boyd","RM745616","Collin","McKinney","Mike Harrison",NA,NA,NA,NA,-96.6161365,33.1977832,"1"
"333",3772,"Spec's #164 - Granbury","1150 Hwy 377 East, Granbury, TX 76048","Off Premise",76048,"Justin Page","BF861848","Hood","Granbury","Kevin Whitehorse",NA,NA,NA,NA,-97.7709585,32.4364592,"1"
"334",3773,"Spec's #163 - The Colony","4901 SH 121, The Colony, TX 75056","Off Premise",75056,"Jack Stephenson","BF820022","Denton","The Colony","Edgard Olvera",NA,NA,NA,NA,-96.8839832,33.0691703,"1"
"335",3774,"Spec's #162 - Jacksboro","1111 Jacksboro Hwy., Fort Worth, TX 76107","Off Premise",76107,"House Accounts DFW","RM856085","Tarrant","Fort Worth","Kevin Whitehorse",NA,NA,NA,NA,-97.350221,32.7635534,"1"
"336",3775,"Spec's #161 - Lowry Crossing","4100 E. Hwy 380, Lowry Crossing, TX 75069","Off Premise",75069,"Torie Shelton","BF817879","Collin","Lowry Crossing","Mike Harrison",NA,NA,NA,NA,-96.551085,33.1903522,"1"
"337",3776,"Spec's #160 - Bryant Irvin","4720 Bryant Irvin, Fort Worth, TX 76132","Off Premise",76132,"Jack Stephenson","BF821316","Tarrant","Fort Worth","Kevin Whitehorse",NA,NA,NA,NA,-97.4164183,32.6803228,"1"
"338",3778,"Spec's #157 - Mr. G's","1453 Coit Road, Plano, TX 75075","Off Premise",75075,"Torie Shelton","BF800065","Collin","Plano","Mike Harrison",NA,NA,NA,NA,-96.7675696,33.0184095,"1"
"339",3779,"Spec's #155 - Eastchase Pkwy","1600 Eastchase Pkwy., Suite 265, Fort Worth, TX 76120","Off Premise",76120,"Jack Stephenson","BF812045","Tarrant","Fort Worth","Kevin Whitehorse",NA,NA,NA,NA,-97.1701951,32.7564683,"1"
"340",3780,"Spec's #154 - Hulen","2750 S. Hulen Street, Fort Worth, TX 76109","Off Premise",76109,"Jack Stephenson","BF812958","Tarrant","Fort Worth","Kevin Whitehorse",NA,NA,NA,NA,-97.3866905,32.7115781,"1"
"341",3781,"Spec's #153 - Royal Lane","5959 Royal Lane, Dallas, TX 75230","Off Premise",75230,"Torie Shelton","BF812648","Dallas","Dallas","Joe Castro",NA,NA,NA,NA,-96.8057371,32.8957328,"1"
"342",3782,"Spec's #151 - Plano","5930 West Park Blvd., Plano, TX 75093","Off Premise",75093,"Torie Shelton","BF790988","Collin","Plano","Mike Harrison",NA,NA,NA,NA,-96.8268095,33.027027,"1"
"343",3783,"Spec's #150 - NCX","9500 N. Central Expwy., Suite 200, Dallas, TX 75231","Off Premise",75231,"Torie Shelton","BF790289","Dallas","Dallas","James Hall",NA,NA,NA,NA,-96.7693611,32.8784264,"1"
"344",3784,"Spec's #141 - NCX Plano","3404 N. Central Expwy., Suite 100, Plano, TX 75074","Off Premise",75074,"Torie Shelton","BF860260","Collin","Plano","Mike Harrison",NA,NA,NA,NA,-96.700156,33.0414208,"1"
"345",3785,"Spec's #127 - Dalworthington","3200 W. Pioneer Pkwy, Arlington, TX 76013","Off Premise",76013,"Jack Stephenson","BF841222","Tarrant","Arlington","Kevin Whitehorse",NA,NA,NA,NA,-97.1576046,32.7099944,"1"
"346",3786,"Spec's #116 - Westlake","2431 HWY 377, Westlake, TX 76262","Off Premise",76262,"Jack Stephenson","BF842593","Tarrant","Westlake","James Liston",NA,NA,NA,NA,-97.2365424,32.9869321,"1"
"347",3787,"Spec's #115 - NW HWY","1613 W. Northwest Hwy, Dallas, TX 75220","Off Premise",75220,"Torie Shelton","BF841594","Dallas","Dallas","James Liston",NA,NA,NA,NA,-96.9205522,32.8717241,"1"
"348",3789,"Social House - Addison","5100 Beltline Road, Suite 410, Addison, TX 75254","On Premise",75254,"Ethan Garrison","MB836734","Dallas","Addison","Harrison Boyland",NA,NA,NA,NA,-96.820655,32.951594,"1"
"349",3793,"Sigel's - Routh Street","2800 Routh Street, Suite 180, Dallas, TX 75201","Off Premise",75201,"Brandon Byrd","BF497603","Dallas","Dallas","James Hall",NA,NA,NA,NA,-96.8032437,32.7988701,"1"
"350",3795,"Sigel's - Greenville","5757 Greenville Ave., Dallas, TX 75206","Off Premise",75206,"Brandon Byrd","BF306475","Dallas","Dallas","James Hall",NA,NA,NA,NA,-96.7693579,32.8554346,"1"
"351",3799,"Sahay Market","7777 Warren Pkwy, Suite 300, Frisco, TX 75034","Off Premise",75034,"Mason Lowe","BQ977321","Collin","Frisco","Mike Harrison",NA,NA,NA,NA,-96.8184357,33.106346,"1"
"352",3813,"S&K Beverage","101 W. Spring Creek Pkwy, Suite 741, Plano, TX 75023","Off Premise",75023,"Mason Lowe","BF846779","Collin","Plano","Mike Harrison",NA,NA,NA,NA,-96.6947157,33.0579633,"1"
"353",3821,"Rodeo Goat - Fort Worth","2836 Bledsoe St, Fort Worth, TX 76107","On Premise",76107,"Brandon Pitzer","MB818775","Tarrant","Fort Worth","Kevin Whitehorse",NA,NA,NA,NA,-97.3581971,32.7486559,"1"
"354",3822,"Richardson Beer & Wine","515 W. Campbell Road, Suite 105, Richardson, TX 75080","Off Premise",75080,"Brandon Byrd","BQ795130","Dallas","Richardson","Harrison Boyland",NA,NA,NA,NA,-96.7372313,32.9761522,"1"
"355",3827,"Zanata - Rockwall (Mac & Ted's Lighthouse","202 E. Rusk A, Rockwall, TX 75087","On Premise",75087,"Hudson Boyd","RM685262","Rockwall","Rockwall","Harrison Boyland",NA,NA,NA,NA,-96.4592929,32.9308822,"1"
"356",3829,"World of Beer - Arlington","5005 S. Cooper Street, Suite 183, Arlington, TX 76017","On Premise",76017,"Brandon Pitzer","MB782769","Tarrant","Arlington","Kevin Whitehorse",NA,NA,NA,NA,-97.1332275,32.6636674,"1"
"357",3832,"World Market #218 - Watauga","7616 Denton, Hwy., Suite 516, Watauga, TX 76148","Off Premise",76148,"Brian Schick","BQ551146","Tarrant","Watauga","James Liston",NA,NA,NA,NA,-97.2587011,32.8824698,"1"
"358",3836,"World Market #135 - Fort Worth","4701 West Freeway, Suite 400, Fort Worth, TX 76107","Off Premise",76107,"Justin Page","BQ481937","Tarrant","Fort Worth","Kevin Whitehorse",NA,NA,NA,NA,-97.390575,32.7317047,"1"
"359",3839,"Wired Willy's (Wilcox Land Development db","710 Carroll Street, Fort Worth, TX 76107","On Premise",76107,"Brandon Pitzer","BQ559507","Tarrant","Fort Worth","Kevin Whitehorse",NA,NA,NA,NA,-97.3548803,32.7516414,"1"
"360",3842,"Wild Detectives","314 W. 8th Street, Dallas, TX 75208","On Premise",75208,"Ethan Garrison","N857066","Dallas","Dallas","James Hall",NA,NA,NA,NA,-96.8272389,32.7478791,"1"
"361",3845,"Whip In - Flower Mound","2240 Morris Road, Suite 100, Flower Mound, TX 75028","On Premise",75028,"Brian Schick","B979588","Denton","Flower Mound","Edgard Olvera",NA,NA,NA,NA,-97.0619764,33.0511325,"1"
"362",3846,"WFM #346 - Highland Park","4100 Lomo Alto Drive, Highland Park, TX 75219","Off Premise",75219,"Brandon Byrd","BG516550","Dallas","Highland Park","James Hall",NA,NA,NA,NA,-96.8144176,32.8205283,"1"
"363",3847,"WFM #339 - Arlington","801 E. Lamar Blvd., Arlington, TX 76011","Off Premise",76011,"Justin Page","BQ578890","Tarrant","Arlington","Jack Stephenson",NA,NA,NA,NA,-97.0990566,32.7669048,"1"
"364",3848,"WFM #336 - Plano","2201 Preston Road, Suite C, Plano, TX 75093","Off Premise",75093,"Mason Lowe","BQ284920","Collin","Plano","Mike Harrison",NA,NA,NA,NA,-96.794998,33.0295927,"1"
"365",3849,"WFM #332 - Colleyville","4801 Colleyville, Rd, Colleyville, TX 76034","Off Premise",76034,"Brian Schick","BG873354","Tarrant","Colleyville","James Liston",NA,NA,NA,NA,-97.1554283,32.8790865,"1"
